date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:16:48	193275/193275	---M--	200	added ('OK')	image/jpeg	etag:%222f2fb-6262b176-c3d87f4ec20553d9;;;%22	https://marketifythemes.net/html/grax/img/portfolio/1.jpg	C:/My%20Web%20Sites/water-portfolio/marketifythemes.net/html/grax/img/portfolio/1.jpg	(from https://marketifythemes.net/html/grax/water.html)
12:16:48	233658/233658	---M--	200	added ('OK')	image/jpeg	etag:%22390ba-6262b176-66b8037a14793176;;;%22	https://marketifythemes.net/html/grax/img/portfolio/2.jpg	C:/My%20Web%20Sites/water-portfolio/marketifythemes.net/html/grax/img/portfolio/2.jpg	(from https://marketifythemes.net/html/grax/water.html)
12:16:49	368671/368671	---M--	200	added ('OK')	image/jpeg	etag:%225a01f-6262b176-a011869320ac2e50;;;%22	https://marketifythemes.net/html/grax/img/portfolio/3.jpg	C:/My%20Web%20Sites/water-portfolio/marketifythemes.net/html/grax/img/portfolio/3.jpg	(from https://marketifythemes.net/html/grax/water.html)
12:16:49	97939/97939	---M--	200	added ('OK')	image/jpeg	etag:%2217e93-6262b176-f765cecd15fec691;;;%22	https://marketifythemes.net/html/grax/img/portfolio/4.jpg	C:/My%20Web%20Sites/water-portfolio/marketifythemes.net/html/grax/img/portfolio/4.jpg	(from https://marketifythemes.net/html/grax/water.html)
12:16:49	75379/75379	---M--	200	added ('OK')	image/jpeg	etag:%2212673-6262b175-5dddb78f1164fd12;;;%22	https://marketifythemes.net/html/grax/img/portfolio/5.jpg	C:/My%20Web%20Sites/water-portfolio/marketifythemes.net/html/grax/img/portfolio/5.jpg	(from https://marketifythemes.net/html/grax/water.html)
12:16:50	1127/1127	---M--	200	added ('OK')	image/jpeg	etag:%22467-6262b175-1cf7e58cf35d2b3d;;;%22	https://marketifythemes.net/html/grax/img/placeholders/4-3.jpg	C:/My%20Web%20Sites/water-portfolio/marketifythemes.net/html/grax/img/placeholders/4-3.jpg	(from https://marketifythemes.net/html/grax/water.html)
12:16:50	84316/84316	---M--	200	added ('OK')	image/jpeg	etag:%221495c-6262b176-ccc50c6ea30728ba;;;%22	https://marketifythemes.net/html/grax/img/portfolio/7.jpg	C:/My%20Web%20Sites/water-portfolio/marketifythemes.net/html/grax/img/portfolio/7.jpg	(from https://marketifythemes.net/html/grax/water.html)
12:16:50	30855/30855	---M--	200	added ('OK')	image/jpeg	etag:%227887-6262b173-3d0c1b5db4863d4d;;;%22	https://marketifythemes.net/html/grax/img/news/1.jpg	C:/My%20Web%20Sites/water-portfolio/marketifythemes.net/html/grax/img/news/1.jpg	(from https://marketifythemes.net/html/grax/water.html)
12:16:50	349/349	---M-Z	200	added ('OK')	image/svg+xml	etag:%2215d-6262b177-7bbba87eddea7fde;gz%22	https://marketifythemes.net/html/grax/img/svg/social/facebook.svg	C:/My%20Web%20Sites/water-portfolio/marketifythemes.net/html/grax/img/svg/social/facebook.svg	(from https://marketifythemes.net/html/grax/water.html)
12:16:51	1404/1404	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2257c-6262b177-478d09a400ce120d;br%22	https://marketifythemes.net/html/grax/img/svg/social/twitter.svg	C:/My%20Web%20Sites/water-portfolio/marketifythemes.net/html/grax/img/svg/social/twitter.svg	(from https://marketifythemes.net/html/grax/water.html)
12:16:51	842/842	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2234a-6262b177-b0be9dcf04f04080;br%22	https://marketifythemes.net/html/grax/img/svg/social/behance.svg	C:/My%20Web%20Sites/water-portfolio/marketifythemes.net/html/grax/img/svg/social/behance.svg	(from https://marketifythemes.net/html/grax/water.html)
12:16:51	2219/2219	---M-Z	200	added ('OK')	image/svg+xml	etag:%228ab-6262b177-6b0e21c7a3ac6f45;gz%22	https://marketifythemes.net/html/grax/img/svg/social/dribbble.svg	C:/My%20Web%20Sites/water-portfolio/marketifythemes.net/html/grax/img/svg/social/dribbble.svg	(from https://marketifythemes.net/html/grax/water.html)
12:16:52	25598/25598	---M--	200	added ('OK')	image/jpeg	etag:%2263fe-6262b173-ee3d4e8671ff3e2;;;%22	https://marketifythemes.net/html/grax/img/news/2.jpg	C:/My%20Web%20Sites/water-portfolio/marketifythemes.net/html/grax/img/news/2.jpg	(from https://marketifythemes.net/html/grax/water.html)
12:16:52	17196/17196	---M--	200	added ('OK')	image/jpeg	etag:%22432c-6262b173-41f245f2f2a34004;;;%22	https://marketifythemes.net/html/grax/img/news/3.jpg	C:/My%20Web%20Sites/water-portfolio/marketifythemes.net/html/grax/img/news/3.jpg	(from https://marketifythemes.net/html/grax/water.html)
12:16:52	970/970	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223ca-6262b177-1d18c970cb287717;br%22	https://marketifythemes.net/html/grax/img/svg/location.svg	C:/My%20Web%20Sites/water-portfolio/marketifythemes.net/html/grax/img/svg/location.svg	(from https://marketifythemes.net/html/grax/water.html)
12:16:52	892/892	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2237c-6262b177-62910e574cd590e1;br%22	https://marketifythemes.net/html/grax/img/svg/email.svg	C:/My%20Web%20Sites/water-portfolio/marketifythemes.net/html/grax/img/svg/email.svg	(from https://marketifythemes.net/html/grax/water.html)
12:16:52	999/999	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223e7-6262b177-cad31f59f62a03e3;br%22	https://marketifythemes.net/html/grax/img/svg/phone.svg	C:/My%20Web%20Sites/water-portfolio/marketifythemes.net/html/grax/img/svg/phone.svg	(from https://marketifythemes.net/html/grax/water.html)
12:16:53	922/922	---M-Z	200	added ('OK')	image/svg+xml	etag:%2239a-6262b177-44285939ab66ac1e;gz%22	https://marketifythemes.net/html/grax/img/svg/social/tik-tok.svg	C:/My%20Web%20Sites/water-portfolio/marketifythemes.net/html/grax/img/svg/social/tik-tok.svg	(from https://marketifythemes.net/html/grax/water.html)
12:16:53	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22651eb1ec-4d7%22	https://marketifythemes.net/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/water-portfolio/marketifythemes.net/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://marketifythemes.net/html/grax/water.html)
12:16:53	89472/89472	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2215d84-6262b172-e75521565e0b2e57;gz%22	https://marketifythemes.net/html/grax/js/jquery.js	C:/My%20Web%20Sites/water-portfolio/marketifythemes.net/html/grax/js/jquery.js	(from https://marketifythemes.net/html/grax/water.html)
12:16:53	304371/304371	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225159d-6262b172-124d31e5a2aa8151;gz%22	https://marketifythemes.net/html/grax/js/plugins.js	C:/My%20Web%20Sites/water-portfolio/marketifythemes.net/html/grax/js/plugins.js	(from https://marketifythemes.net/html/grax/water.html)
12:16:55	19060/19060	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%224a74-6262b171-9fb47c95a1e2fb5c;br%22	https://marketifythemes.net/html/grax/js/init.js	C:/My%20Web%20Sites/water-portfolio/marketifythemes.net/html/grax/js/init.js	(from https://marketifythemes.net/html/grax/water.html)
12:16:55	2316/2316	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2010%20Jun%202021%2015:22:04%20GMT	https://marketifythemes.net/html/grax/css/ytp-regular.eot	C:/My%20Web%20Sites/water-portfolio/marketifythemes.net/html/grax/css/ytp-regular.eot	(from https://marketifythemes.net/html/grax/css/plugins.css)
12:16:56	2316/2316	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2010%20Jun%202021%2015:22:04%20GMT	https://marketifythemes.net/html/grax/css/ytp-regular.ttf	C:/My%20Web%20Sites/water-portfolio/marketifythemes.net/html/grax/css/ytp-regular.ttf	(from https://marketifythemes.net/html/grax/css/plugins.css)
12:16:57	2316/2316	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2010%20Jun%202021%2015:22:04%20GMT	https://marketifythemes.net/html/grax/images/raster.png	C:/My%20Web%20Sites/water-portfolio/marketifythemes.net/html/grax/images/raster.png	(from https://marketifythemes.net/html/grax/css/plugins.css)
12:16:58	2316/2316	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2010%20Jun%202021%2015:22:04%20GMT	https://marketifythemes.net/html/grax/images/raster@2x.png	C:/My%20Web%20Sites/water-portfolio/marketifythemes.net/html/grax/images/raster@2x.png	(from https://marketifythemes.net/html/grax/css/plugins.css)
12:16:59	2316/2316	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2010%20Jun%202021%2015:22:04%20GMT	https://marketifythemes.net/html/grax/images/raster_dot.png	C:/My%20Web%20Sites/water-portfolio/marketifythemes.net/html/grax/images/raster_dot.png	(from https://marketifythemes.net/html/grax/css/plugins.css)
12:17:00	2316/2316	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2010%20Jun%202021%2015:22:04%20GMT	https://marketifythemes.net/html/grax/images/raster_dot@2x.png	C:/My%20Web%20Sites/water-portfolio/marketifythemes.net/html/grax/images/raster_dot@2x.png	(from https://marketifythemes.net/html/grax/css/plugins.css)
12:17:00	3182/3182	---M--	200	added ('OK')	image/png	etag:%22c6e-6262b174-3d389d1fdb85a16a;;;%22	https://marketifythemes.net/html/grax//img/patterns/inspiration-geometry.png	C:/My%20Web%20Sites/water-portfolio/marketifythemes.net/html/grax/img/patterns/inspiration-geometry.png	(from https://marketifythemes.net/html/grax/css/style.css)
12:17:00	206756/206756	---M--	200	added ('OK')	image/jpeg	etag:%22327a4-6262b176-af49936ab9a2b76d;;;%22	https://marketifythemes.net/html/grax//img/slider/2.jpg	C:/My%20Web%20Sites/water-portfolio/marketifythemes.net/html/grax/img/slider/2.jpg	(from https://marketifythemes.net/html/grax/css/style.css)
12:17:00	26295/26295	---M--	200	added ('OK')	image/png	etag:%2266b7-6262b174-326e31f21b457938;;;%22	https://marketifythemes.net/html/grax//img/patterns/light-honeycomb.png	C:/My%20Web%20Sites/water-portfolio/marketifythemes.net/html/grax/img/patterns/light-honeycomb.png	(from https://marketifythemes.net/html/grax/css/style.css)
12:17:01	2316/2316	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2010%20Jun%202021%2015:22:04%20GMT	https://marketifythemes.net/html/grax/Version/	C:/My%20Web%20Sites/water-portfolio/marketifythemes.net/html/grax/Version/index.html	(from https://marketifythemes.net/html/grax/js/plugins.js)
12:17:02	2316/2316	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2010%20Jun%202021%2015:22:04%20GMT	https://marketifythemes.net/html/grax/GET	C:/My%20Web%20Sites/water-portfolio/marketifythemes.net/html/grax/GET	(from https://marketifythemes.net/html/grax/js/plugins.js)
12:17:03	2316/2316	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2010%20Jun%202021%2015:22:04%20GMT	https://marketifythemes.net/html/grax/Error%20pJS%20-%20No%20image.src	C:/My%20Web%20Sites/water-portfolio/marketifythemes.net/html/grax/Error%20pJS%20-%20No%20image.src	(from https://marketifythemes.net/html/grax/js/plugins.js)
12:17:03	2316/2316	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2010%20Jun%202021%2015:22:04%20GMT	https://marketifythemes.net/html/grax/img.svg	C:/My%20Web%20Sites/water-portfolio/marketifythemes.net/html/grax/img.svg	(from https://marketifythemes.net/html/grax/js/init.js)
12:17:04	52/52	---MCZ	200	added ('OK')	text/html	date:Sun,%2008%20Oct%202023%2006:47:04%20GMT	https://marketifythemes.net/html/grax/modal/contact.php	C:/My%20Web%20Sites/water-portfolio/marketifythemes.net/html/grax/modal/contact.html	(from https://marketifythemes.net/html/grax/js/init.js)
